03Iup,3R2k1/1rp2pp1/p1p1q1bp/8/4p3/P1B1Q3/1PP2PPP/6K1 b - - 0 22,g8h7 d8h8 h7h8 e3h6 h8g8 h6g7,1998,75,95,6579,attraction deflection endgame long master mate mateIn3 pin sacrifice,https://lichess.org/Nn0EHk3F/black#44,
03JHV,6k1/5pbp/q5p1/6N1/1p1nQ3/6P1/P2K1P1P/2r4R b - - 1 26,c1h1 e4e8 g7f8 e8f7 g8h8 f7f8,1060,81,90,985,deflection endgame long mate mateIn3,https://lichess.org/xKsrHVF9/black#52,
03M6W,7k/ppp3rr/1b1p1Q2/4p3/4P1q1/P2P2B1/1PP1RP1P/R5K1 w - - 0 24,f6f5 g4g3 h2g3 g7g3 g1f1 h7h1,2037,77,95,8609,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/UHx9O7Tk#47,
03R9f,3N4/1P2R3/2pp4/pr6/8/2n5/2P2k2/2K5 w - - 7 47,d8c6 c3a2 c1d2 b5d5 c6d4 d5d4,2073,75,94,7906,endgame long mate mateIn3,https://lichess.org/Mz1aPfO8#93,
03RFD,r4r1k/6p1/p6p/4Q3/3P4/P1P1n3/2q2PPP/R3R1K1 w - - 0 23,e1e3 c2f2 g1h1 f2f1 a1f1 f8f1,996,83,91,889,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/o0QNnghL#45,
03ZZt,2Q5/6k1/p5p1/1pR2p2/1P3Pr1/8/1P2K1r1/8 w - - 1 41,e2d3 g4g3 d3d4 g2d2 d4e5 g3e3,1603,75,94,2264,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/ftcGFNdI#81,
03a1M,r5k1/ppp1Qppp/1q4b1/6r1/2P2R2/2P1P2P/PB3PP1/1R4K1 b - - 8 22,g6b1 e7f7 g8h8 f7f8 a8f8 f4f8,979,79,91,475,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/NdkBNtie/black#44,
03cdR,2rr2k1/pp3ppp/1b4b1/3N1N2/6P1/P2QPPK1/1q5P/2RR4 b - - 1 24,c8c1 d5e7 g8f8 d3d8 b6d8 d1d8,1552,75,89,1873,discoveredAttack kingsideAttack long mate mateIn3 middlegame,https://lichess.org/5M6uMdY9/black#48,
03iPO,2q5/R5pk/p4p2/1p2pb1p/1P6/P6P/4rPP1/3Q2K1 b - - 5 32,e2c2 d1h5 h7g8 h5f7 g8h8 f7g7,1455,76,93,709,endgame long mate mateIn3,https://lichess.org/ggXYtbM0/black#64,
03lLX,r3k2r/pp3pp1/2ppq3/4p3/3bP3/P1NP1QP1/1PP3PN/2R2R1K w kq - 0 22,c3e2 h8h2 h1h2 e6h6 f3h5 h6h5,1131,76,94,466,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/JQScYmxP#43,
03mXu,2b2r2/pQ5p/3p1qpk/8/8/4R3/PP3PPP/4R1K1 w - - 8 28,b7a7 f6f2 g1h1 f2f1 e1f1 f8f1,1123,88,63,22,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/ctviTMq0#55,
03oqC,r3k2r/pp3pp1/2n1p3/2bpPnq1/Q4P1p/2N5/PP1B2PP/R4R1K w kq - 0 16,f4g5 f5g3 h2g3 h4g3 a4h4 h8h4,986,82,91,228,discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/w4kEqpUm#31,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
03rA7,8/7p/p4ppk/3q4/5Q2/1P5P/6PK/8 b - - 3 39,g6g5 f4f6 h6h5 g2g4 h5h4 f6f2,1132,78,60,58,endgame long mate mateIn3 queenEndgame,https://lichess.org/QQNdHsR0/black#78,
03uRJ,3r1r2/p5k1/2p4R/1pp2pK1/4N3/8/PPP5/7R b - - 1 27,f5e4 h6g6 g7f7 h1h7 f7e8 g6e6,2250,77,94,7703,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/a4P4aO95/black#54,
03ujt,5r1k/1Qp3pp/5q2/p3N3/3r4/P7/1P3PPP/5RK1 w - - 0 22,b7c7 f6f2 f1f2 d4d1 f2f1 f8f1,1435,74,94,16585,endgame long mate mateIn3 sacrifice,https://lichess.org/Aecznzfo#43,
03xkS,8/1p3p1p/8/1R1P1p2/2P2k2/1P5P/1P1r2P1/7K w - - 3 32,b5b7 f4g3 b7e7 d2d1 e7e1 d1e1,1389,74,98,2277,endgame long mate mateIn3 rookEndgame,https://lichess.org/IGrIds0m#63,
03xmY,1RQ2bk1/7p/3p1rp1/2p5/P1P1p3/8/q4PPP/1R4K1 w - - 2 35,c8c6 a2f2 g1h1 f2f1 b1f1 f6f1,1134,74,95,5029,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/mktOIBNP#69,
03xyI,7b/4p1k1/p2p3p/2pPN3/b3nN1P/5q2/7K/6R1 b - - 1 37,g7f8 f4e6 f8e8 g1g8 f3f8 g8f8,1837,72,94,8300,fork long mate mateIn3 middlegame,https://lichess.org/7E4lHuYf/black#74,
041in,2r4k/8/8/p6N/np5P/6R1/P4r2/K5R1 b - - 3 38,c8c2 g3g8 h8h7 g1g7 h7h6 g8h8,1402,78,96,14793,endgame exposedKing long mate mateIn3,https://lichess.org/BTAVTY56/black#76,
042eg,8/5R1p/6pk/p2B4/3P1PPP/3b4/2p4K/1r6 b - - 0 40,c2c1q g4g5 h6h5 d5f3 h5h4 f7h7,1483,79,95,13691,endgame long mate mateIn3,https://lichess.org/TU821hER/black#80,
045qD,r5k1/6pp/2p1p3/1p1pP1q1/4b3/1BP1P1P1/2P2Q1P/5RK1 b - - 2 25,g5e5 f2f7 g8h8 f7f8 a8f8 f1f8,1001,87,85,825,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/HsHF7wIk/black#50,
04Ih2,2Q5/1p3kp1/3p2p1/1Q1Pp3/2N1n3/P7/K1q5/8 w - - 0 33,b5b2 e4c3 a2a1 c2d1 b2c1 d1c1,1222,76,93,2860,endgame long mate mateIn3 pin,https://lichess.org/fdqGyh7K#65,
04MT4,8/p5R1/7p/1pq1Bp1k/5P2/7P/P5PK/8 b - - 1 34,c5c4 g2g4 f5g4 h3g4 h5h4 e5f6,1181,76,90,607,endgame long mate mateIn3,https://lichess.org/qspyCaEo/black#68,
04c6u,4rr1k/6pp/Q7/1pp5/3p3q/P2P4/1PP1RPPP/R5K1 w - - 3 25,a1e1 h4f2 e2f2 e8e1 f2f1 e1f1,1630,74,93,445,deflection endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/QrIT4O9c#49,
04ccX,6k1/pb3p2/6pQ/3q4/8/3Br3/PPP3PP/5R1K w - - 1 29,f1g1 d5g2 g1g2 e3e1 d3f1 e1f1,1441,78,95,14460,endgame long mate mateIn3 pin sacrifice,https://lichess.org/i87Dk8OS#57,
04d8N,8/pkp5/1p2P1Q1/2b3p1/5q2/2N5/PPPK2PP/8 w - - 3 39,d2d3 f4e3 d3c4 e3d4 c4b3 d4b4,1605,75,93,1353,endgame exposedKing long mate mateIn3,https://lichess.org/znLuJx5e#77,
04eZ9,4kR2/1b1pb2p/pQ2N3/4P1rq/3n3P/8/PPP3P1/R6K b - - 6 25,e7f8 b6d8 e8f7 d8f6 f7g8 f6f8,2447,80,94,3228,long mate mateIn3 middlegame,https://lichess.org/sACmZ8xs/black#50,
04fMB,2r2rk1/3Q1ppp/pq2p3/1p2N3/1P3P2/P1P5/5nPP/RNB2R1K w - - 3 18,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1379,78,82,633,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/Wz1FQRM1#35,Sicilian_Defense Sicilian_Defense_Modern_Variations
04hnN,6k1/4bppp/1pQ5/2p1N3/3pP3/3q3P/1r3PPK/r7 b - - 1 37,d3a6 c6e8 e7f8 e8f7 g8h8 f7f8,1202,76,90,1012,deflection endgame fork long mate mateIn3,https://lichess.org/7ocKSQaG/black#74,
04iYM,2r1r1k1/p2q1p1p/2p2P2/7Q/4B3/3P2P1/PP4KP/n7 b - - 2 28,e8e4 h5g5 g8f8 g5g7 f8e8 g7g8,1411,75,86,179,endgame long mate mateIn3,https://lichess.org/4e1CCyDu/black#56,
04kz9,r1b3k1/2p3pp/1p1b3r/p2pN3/1n1PP3/1P4qP/PB2BRP1/R4QK1 b - - 3 21,h6h3 f2f8 d6f8 f1f7 g8h8 f7f8,1544,74,91,691,clearance deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/tARbznva/black#42,
04qWI,5k2/5Rb1/6P1/5p2/4r3/1Pp5/P1P2q2/2KR4 b - - 8 41,f8g8 d1d8 e4e8 d8e8 g7f8 e8f8,1000,77,94,734,endgame exposedKing long mate mateIn3,https://lichess.org/oLXs9hCZ/black#82,
051GY,3r2k1/p3qppp/2P5/1N3P2/6Q1/1B6/PPP3PP/2K1b3 w - - 1 23,f5f6 e1d2 c1b1 e7e1 g4d1 e1d1,2038,75,78,242,endgame long mate mateIn3 queensideAttack,https://lichess.org/BRnsMXsQ#45,
053Un,2b1Q3/6kr/p7/3p4/2pP1q2/1P6/P4PP1/R1R2K2 w - - 2 32,e8c8 h7h1 f1e2 f4e4 e2d2 e4d3,1725,75,96,6147,endgame long mate mateIn3,https://lichess.org/lpsJkIhe#63,
054x7,r2n4/pbp1N2k/1p2p2p/8/4P3/3B2R1/PPP5/1K6 b - - 7 27,h7h8 g3g8 h8h7 e4e5 b7e4 d3e4,1066,75,98,2523,discoveredAttack endgame exposedKing long mate mateIn3,https://lichess.org/lc6bnBNr/black#54,
0556F,5rk1/5ppb/1pN5/3P1P1P/1PP1n3/4q2P/1QK5/r4BR1 b - - 6 31,a1a2 g1g7 g8h8 g7g8 h8g8 c6e7,2194,73,94,8081,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/QglO5BZO/black#62,
05Ba5,r1bk1bnr/pp1pqpp1/2n4p/1NpQ4/2B1PB2/5N2/PP3PPP/R3K2R b KQ - 5 9,g8f6 f4c7 d8e8 b5d6 e7d6 d5f7,2086,76,94,3198,attackingF2F7 deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/SNfg9Iv6/black#18,Center_Game Center_Game_Kieseritzky_Variation
05Dye,rn1R1bk1/1p3ppp/p2N4/4PQ2/1q3P2/6P1/PP5P/2K4b b - - 5 22,h1d5 d8f8 g8f8 f5c8 f8e7 d6f5,1516,79,100,108,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/HLAvdDiC/black#44,
05FSt,4rrk1/pp5R/2n3p1/5N2/3pQ3/q2B4/2PK1PP1/3R4 b - - 0 25,e8e4 h7g7 g8h8 d1h1 e4h4 h1h4,2003,94,87,72,exposedKing long mate mateIn3 middlegame,https://lichess.org/2EiYR3Ez/black#50,
05HEv,5rk1/ppR5/6p1/2p1p3/2P1P3/3P1rK1/PP6/3R4 w - - 1 39,g3g4 f8f4 g4g5 f3g3 g5h6 f4h4,1202,74,98,4128,endgame long mate mateIn3 rookEndgame,https://lichess.org/S8lveYGp#77,
05HSP,8/5R1p/3BP1p1/6P1/2p4r/2Pnk3/8/3K4 w - - 1 52,e6e7 h4h1 f7f1 h1f1 d1c2 f1c1,1177,75,88,1257,endgame exposedKing hookMate long mate mateIn3,https://lichess.org/QtFzrOY6#103,
05Jmt,r3k2r/pp3ppb/2pB3p/3p4/3PnQ1N/2q1P2P/P4PP1/5RK1 b kq - 3 19,g7g5 f4e5 e8d7 e5e7 d7c8 e7c7,1150,75,93,171,fork long mate mateIn3 middlegame,https://lichess.org/6HPf8DMR/black#38,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
05KW9,8/8/2R3p1/8/7p/4P1PP/1b3k1K/1q5Q w - - 0 42,h1b1 h4g3 h2h1 g3g2 h1h2 b2e5,1232,73,96,19151,advancedPawn endgame long mate mateIn3,https://lichess.org/YemQwP0d#83,
05Mdg,6k1/p2R1r2/4Q2p/4B1p1/2p1p3/8/P1r2bPP/5RK1 w - - 0 23,f1f2 c2c1 d7d1 c1d1 f2f1 d1f1,1002,80,93,211,endgame long mate mateIn3,https://lichess.org/QU6WZK7z#45,
05QFF,5r1k/4bp1p/pr5B/3nP3/1P6/P3R1RP/5PP1/6K1 b - - 2 30,d5e3 h6g7 h8g8 g7f6 e3g4 g3g4,1748,75,95,3458,discoveredAttack endgame fork long mate mateIn3,https://lichess.org/J785za2N/black#60,
05Tqt,Q7/p3kppp/3p3q/3Bp3/4P3/2bb1P1N/PP4PP/R3K2R w KQ - 0 21,b2c3 h6e3 e1d1 e3e2 d1c1 e2c2,1006,76,96,634,exposedKing long mate mateIn3 middlegame,https://lichess.org/Oa567QOi#41,
05VCy,7k/1r2b1p1/q4p1p/3Qp1PP/1r1pP3/5R2/1B3R2/1K6 b - - 0 36,f6g5 f3f8 e7f8 f2f8 h8h7 d5g8,1153,76,71,233,long mate mateIn3 middlegame sacrifice,https://lichess.org/rV35Hmad/black#72,
05bd6,2rqk2r/1p2b1p1/p3pnQ1/3p4/3P4/2P2N2/PP3PPP/R4RK1 b k - 0 16,e8f8 f3g5 d8e8 g5e6 f8g8 g6g7,1905,75,90,152,long mate mateIn3 middlegame,https://lichess.org/qVuSmcmL/black#32,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
05cVR,2r1r3/pp2P1k1/2q5/3N1Q1p/5P2/8/PPP3PP/1K2R3 w - - 3 27,f5h5 c6c2 b1a1 c2c1 e1c1 c8c1,872,75,80,141,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/3AbpytSH#53,
05ggh,r5q1/ppk5/8/2pPQ3/2P5/3P2P1/PP5P/n5K1 b - - 12 32,c7b6 e5d6 b6a5 d6c5 b7b5 c5b5,1336,75,59,173,deflection endgame long mate mateIn3,https://lichess.org/AqDabyOZ/black#64,
05mNv,2r3k1/5p2/2p2Pp1/2p3q1/6P1/1rP4Q/4R3/4R1K1 b - - 0 39,g5f6 e2e8 c8e8 e1e8 g8g7 h3h8,873,84,95,1166,endgame long mate mateIn3,https://lichess.org/niQoWscI/black#78,
05rPP,8/1b4k1/p3pr2/1p3p1Q/3P1P2/1P2pNq1/2P5/2R2R1K w - - 0 35,f1g1 b7f3 h5f3 f6h6 f3h5 h6h5,1491,74,96,14312,exposedKing fork long mate mateIn3 middlegame,https://lichess.org/eYcabKqF#69,
05wvt,4q3/1k6/1pp5/5Pb1/3P2Pp/1N3Q2/1PP3PP/6K1 w - - 0 31,f3d3 e8e1 d3f1 g5e3 g1h1 e1f1,1096,78,92,635,deflection endgame long mate mateIn3,https://lichess.org/zwND7eyB#61,
065T8,4rr2/p2R2pk/7p/1pp5/6Q1/5N2/Pq3PPP/5RK1 w - - 0 28,f3h4 b2f2 f1f2 e8e1 f2f1 e1f1,1293,76,90,566,long mate mateIn3 middlegame sacrifice,https://lichess.org/RmOTtIas#55,
065u6,5rk1/p7/2p4p/2qp2pB/P7/2P1p3/2b1Q1PP/1R4K1 w - - 0 26,e2c2 e3e2 g1h1 f8f1 b1f1 e2f1q,1091,228,-100,3,advancedPawn discoveredAttack endgame long mate mateIn3 promotion,https://lichess.org/6v3d3BLs#51,
06BNA,3Q1b1k/1p2Br1p/p5p1/2P2q2/1P2R3/P7/5PPP/R5K1 w - - 3 24,e7f8 f5f2 g1h1 f2f1 a1f1 f7f1,1297,77,89,1634,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/kelvfT7y#47,
06CF2,1r2k2r/4bNp1/pq1pQ1Pp/5p1P/n2P4/2pB1b2/P1P2P2/K1BR2R1 w k - 3 26,c1a3 b6b2 a3b2 c3b2 a1b1 a4c3,1799,75,95,4641,advancedPawn long mate mateIn3 middlegame sacrifice,https://lichess.org/Ia5khwbO#51,
06CKT,4r1k1/5p2/5Bp1/7p/pR5P/1p6/r5PK/8 b - - 1 31,e8e2 b4b8 e2e8 b8e8 g8h7 e8h8,568,83,100,209,endgame long mate mateIn3,https://lichess.org/RxRfFmsp/black#62,
06Gez,r1r5/5pk1/4p3/4PpP1/1PpP1n2/P4NKq/5P2/R1R1Q3 w - - 4 38,g3f4 h3g4 f4e3 g4e4 e3d2 e4d3,1813,165,88,5,long mate mateIn3 middlegame,https://lichess.org/xEsQ02l1#75,
06Ipb,8/p3k3/1q2rpp1/8/1p2R3/8/PPP4P/1K3Q2 w - - 0 30,f1e2 b6g1 e2e1 g1e1 e4e1 e6e1,998,93,92,122,backRankMate endgame long mate mateIn3 xRayAttack,https://lichess.org/kqennmYu#59,
06LWJ,3r4/5pkp/1R6/1p5p/2b5/4B3/5PPK/8 b - - 3 30,d8d5 e3h6 g7h8 b6b8 d5d8 b8d8,997,76,88,78,endgame long master masterVsMaster mate mateIn3,https://lichess.org/ml4d8uMg/black#60,
06LcK,2kr3r/1pp3p1/p3p3/3pPp2/4b1Q1/PP2b1PP/1BP4K/R4R2 w - f6 0 22,g4e2 h8h3 h2h3 d8h8 e2h5 h8h5,1308,74,83,166,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/sKFo9Hg0#43,
06MFX,8/1p3Qpk/1b1q3p/8/8/P7/5PB1/6K1 b - - 6 34,b6c7 g2e4 h7h8 f7e8 d6f8 e8f8,1312,76,79,189,endgame long mate mateIn3,https://lichess.org/BhEGp9uU/black#68,
06Nmx,1k3r2/pp6/3p3p/8/1q6/2Q5/P4P2/K1R5 b - - 0 31,b4f4 c3c7 b8a8 c7c8 f8c8 c1c8,1050,75,96,2491,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/YuMtj9gg/black#62,
06SzP,8/p3B2p/k7/8/1R2n3/PNP5/KP5r/8 w - - 2 39,e7d8 e4c3 a2a1 h2h1 b3c1 h1c1,908,78,96,827,endgame long mate mateIn3 pin,https://lichess.org/OWZuRZUv#77,
06X5t,5rk1/p4q1p/1p4p1/4Q3/8/P1P1P3/1P4PP/R5K1 w - - 1 23,e5e4 f7f2 g1h1 f2f1 a1f1 f8f1,1080,75,99,1271,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/J1Zfkx0I#45,
06Z0W,3k4/4b1p1/p2pQpP1/2pP1P2/2Pq4/2K5/PP6/R7 w - - 5 36,c3b3 d4d3 b3a4 d3c4 a4a3 c4b4,1256,130,83,12,deflection endgame long mate mateIn3,https://lichess.org/IWD2i8ud#71,
06b0A,7k/1pp5/pb1p2Bp/4p1rP/PP2P1r1/2PP4/5PP1/R4RK1 w - - 3 29,d3d4 g4g2 g1h1 g2g4 f2f3 g4h4,1826,74,91,1677,endgame kingsideAttack long mate mateIn3,https://lichess.org/oFLORhmS#57,
06eXX,2rr2k1/p1q3pp/4Q3/3p4/1PnP1P2/2P5/P3RP1P/4R1K1 b - - 0 24,g8h8 e6e8 d8e8 e2e8 c8e8 e1e8,602,88,98,646,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/4M7zm488/black#48,
06gM3,r4nk1/pppb2p1/3p1q1p/3P3Q/8/3B1R2/PP3PPP/6K1 b - - 5 21,f6b2 h5f7 g8h8 f7f8 a8f8 f3f8,1264,78,76,107,deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/l34fAGgQ/black#42,
06iIw,8/pp3Q1p/2pkp3/3n4/6nB/5NP1/PP2qPKP/3R4 w - - 1 27,d1d2 g4e3 g2h1 e2f1 f3g1 f1g2,1261,75,91,900,long mate mateIn3 middlegame pin,https://lichess.org/PtzVj9mD#53,
06iSh,3rr1k1/Qpp2pp1/2p4p/6b1/4q3/2P2N2/PP3PPP/R2R2K1 w - - 0 17,f3g5 d8d1 a1d1 e4e1 d1e1 e8e1,1632,86,79,782,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/xpWYSLxS#33,Ruy_Lopez Ruy_Lopez_Berlin_Defense
06r8w,2r2nk1/pp3ppp/5b2/1q1Pp1NQ/1Pr1P3/P5P1/6BP/R4R1K b - - 8 24,f6g5 h5f7 g8h8 f7f8 c8f8 f1f8,1017,75,100,196,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/8zyDSTIV/black#48,
06sDc,5r1k/7p/5qp1/3Q4/P2Pp3/8/1r3PPP/R4RK1 w - - 1 28,a1a2 f6f2 f1f2 b2b1 f2f1 b1f1,1432,75,92,1010,endgame long mate mateIn3 sacrifice,https://lichess.org/J0otKMPT#55,
06vSn,1r3r1k/ppq2p2/4pNp1/4Pn2/5n2/1R5Q/P1P2PPP/5R1K b - - 1 24,f4h3 b3h3 f5h4 h3h4 h8g7 h4h7,1100,79,92,503,exposedKing hookMate kingsideAttack long mate mateIn3 middlegame,https://lichess.org/6TIIFBO2/black#48,
06x2K,3r2k1/2p2ppp/p5q1/1p2r3/8/2P2Q2/PP3PPP/3R1RK1 b - - 1 24,d8d1 f3a8 d1d8 a8d8 e5e8 d8e8,1648,80,87,49,endgame long mate mateIn3,https://lichess.org/03OrLBES/black#48,
06x5y,3r1nrk/pp3p1p/2p1bPpQ/2q5/5R1R/2B4P/P1B3P1/7K b - - 11 34,c5c3 h6h7 f8h7 h4h7 h8h7 f4h4,1406,75,100,495,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/SbIIdMmr/black#68,
073l1,6k1/5ppp/2b1p2q/4P3/1P1P4/4r3/B4RPP/2Q3K1 w - - 3 26,c1c6 e3e1 f2f1 h6e3 g1h1 e1f1,1069,79,90,1800,backRankMate clearance deflection endgame long mate mateIn3,https://lichess.org/NM5pkHvI#51,
074BS,3r1r1k/1b2npR1/p3pq2/1p1p2Rp/4P3/8/PPPQB2P/7K b - - 3 27,e7g6 g5h5 h8g7 d2h6 g7g8 h6h7,1173,78,93,2389,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/6IG0jOXT/black#54,
075iw,5r1k/p5pp/2p1Q3/1pq1p3/4P3/8/B4PPP/5RK1 w - - 0 32,f1d1 c5f2 g1h1 f2f1 d1f1 f8f1,1195,77,88,297,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/IY01hqjJ#63,
077bf,rn1r2k1/pp3ppp/2pq4/5b2/8/2P1P1P1/PPQ1NPBP/R3K2R w KQ - 7 15,c2f5 d6d2 e1f1 d2d1 a1d1 d8d1,1083,78,90,189,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ZWaL1uvk#29,English_Opening English_Opening_Anglo-Indian_Defense
079AP,3r2k1/6pp/1BRP1p2/p7/8/8/1q3PPP/5BK1 b - - 1 35,d8d7 f1c4 g8f8 c6c8 d7d8 c8d8,1865,75,90,1121,endgame long mate mateIn3,https://lichess.org/ZRQcLobL/black#70,
07CQC,6k1/2Rrrp1p/1p5P/p2p1KP1/P1R5/8/8/8 b - - 0 41,d5c4 c7c8 d7d8 c8d8 e7e8 d8e8,895,81,81,97,endgame long mate mateIn3 rookEndgame,https://lichess.org/ZObSOLIE/black#82,
07Dg7,3r2k1/1b5p/4pPp1/p1p2p2/2p2P2/P6R/1PQq2PP/6RK w - - 3 26,c2c4 d2g2 g1g2 d8d1 c4f1 d1f1,1631,74,92,179,clearance endgame kingsideAttack long mate mateIn3 pin sacrifice,https://lichess.org/NQ8w1bsm#51,
07Dtq,2k3r1/pp3p2/1p1p3p/4P3/1P2P3/P4q2/3Q1PrP/2RR1K2 b - - 2 25,c8b8 d2d6 b8a8 d6d8 g8d8 d1d8,946,83,95,2590,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/AwgWW6In/black#50,
07F8Y,rnb1kb1r/pp3ppp/2p5/8/2P2q2/4PN2/PP1B2PP/R2Q1BKR w kq - 0 13,e3f4 f8c5 f3d4 c5d4 d2e3 d4e3,881,89,85,516,doubleBishopMate kingsideAttack long mate mateIn3 opening,https://lichess.org/toDHbL4c#25,Indian_Defense Indian_Defense_Budapest_Defense
07H0N,4r1k1/1pp3pp/2b1q3/p7/8/1P4P1/P1P1NQ1P/5RK1 b - - 2 31,e6e2 f2f7 g8h8 f7f8 e8f8 f1f8,1151,75,76,103,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/K2Bklnoq/black#62,
07Hm3,4Q3/p5rp/3ppp1k/4pq2/5n2/2P2P1P/PP4P1/R5RK w - - 9 33,h1h2 g7g2 g1g2 f5h3 h2g1 h3g2,1555,76,87,728,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/pRdSJNVV#65,
07LBQ,r2q1rk1/pp1n1ppb/2p1p1P1/3pB3/1bPP4/2N2P2/PP1QP3/R3KB1R b KQ - 0 14,h7g6 h1h8 g8h8 d2h6 h8g8 h6g7,1952,80,81,54,attraction kingsideAttack long mate mateIn3 opening pin sacrifice,https://lichess.org/LPOryXk9/black#28,Slav_Defense Slav_Defense_Other_variations
07RrK,1r5k/RbpQ1p1p/1p1p3q/1P2r3/2PN4/4P1P1/5P1P/5RK1 w - - 4 26,d7c7 h6h2 g1h2 e5h5 h2g1 h5h1,1552,75,11,213,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/SbyiON5x#51,
07YH3,7k/p4p1p/4rp2/4q3/2Q5/1P6/P4PPP/3R1K2 w - - 5 28,c4d4 e5e2 f1g1 e2e1 d1e1 e6e1,1090,77,94,5328,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/52Kwtcvv#55,
07ZWX,6k1/pp4p1/2p5/5r2/4n2Q/8/PPq2PPP/4R1K1 w - - 0 24,h4e4 c2f2 g1h1 f2f1 e1f1 f5f1,944,77,96,1811,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/tpX5MPIq#47,
07a30,5rk1/p5b1/bq4pB/8/4Q2R/2P5/PP3PPP/5RK1 w - - 15 27,f1d1 b6f2 g1h1 f2f1 d1f1 f8f1,861,76,100,2431,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ZKgTogdF#53,
07ckQ,6k1/p3rp2/1p1p2b1/3P1qQ1/PP1B2p1/8/5PPK/2R5 b - - 1 32,f5g5 c1c8 e7e8 c8e8 g8h7 e8h8,723,88,76,169,endgame long mate mateIn3,https://lichess.org/iLeeyZKb/black#64,
07dJc,r7/rp6/2p3R1/3p1R1p/5p1k/1PKP4/2P2P2/8 b - - 1 32,a8h8 f5f4 h4h3 g6g3 h3h2 f4h4,1190,77,83,71,endgame long mate mateIn3 rookEndgame,https://lichess.org/7MfzwQpx/black#64,
07e18,1k5r/1pbR1pp1/p7/2B2q2/2Q5/6p1/PPP2P1P/5RK1 w - - 0 26,d7c7 g3h2 g1g2 f5h3 g2h1 h3f3,1903,97,43,27,advancedPawn endgame long mate mateIn3,https://lichess.org/oj5bbQyA#51,
07fGJ,r1b2r2/4k1p1/ppp1pq2/4N1pQ/2PP4/8/PP3PPP/R2R2K1 w - - 6 24,d1d3 f6f2 g1h1 f2f1 a1f1 f8f1,1085,85,75,90,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/S9Ej1AL4#47,
07mi1,3kb3/pp3qp1/3Q3p/2pNp3/P1PnP3/1P5P/7K/8 b - - 0 29,e8d7 d6c7 d8e8 c7b8 d7c8 b8c8,1835,77,96,10371,endgame exposedKing long mate mateIn3,https://lichess.org/9mrbiiy5/black#58,
07wWc,1r5k/p5pp/5p2/2N5/P2P1b2/B6P/4qPP1/4R2K w - - 0 32,e1e2 b8b1 a3c1 b1c1 e2e1 c1e1,785,103,88,42,endgame long mate mateIn3,https://lichess.org/ljUoinow#63,
07zHH,r5k1/2bb2pp/p1p1p3/P1Pp4/3P3P/4P2q/1BN2Q2/5RK1 b - - 4 29,c7g3 f2f7 g8h8 f7f8 a8f8 f1f8,1090,90,89,488,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/Yd6bZOW6/black#58,
